vmName,vhdxDrivePath,volumesToBackup,vmBackupTargetDrive,DIskUniqueID,User,FQDN
RI-TESTBCL-001,D:\Virtual\RI-TESTBCL-001\Virtual Hard Disks\RI-TESTBCL-001-Backup.vhdx,"C:,D:",E,60022480486C348CE6920FC9ECBC0453,ri-testbcl-001\administrator,RI-TESTBCL-001.ri.ads
